Average DNI
3.14934
3.3234968
3.1789286
3.1435378
3.2050633
3.169417
3.1839077
3.1616511
3.3588493
3.205026
3.359776
2.9938953
3.193831
3.3009977
3.1592214
3.0567262
3.212173
3.2914836
3.1840258
3.0474482
3.3185024
3.2865276
3.1880286
3.371688
3.3560328
3.3889048
3.2240782
3.2673502
3.4140527
3.2811387
3.2302809
3.0899634
3.0792973
3.0186646
3.3951042
3.2721655
3.241058
3.2227726
3.1553984
3.1842172
3.2049928
3.2374237
3.1742282
3.2774737
3.266694
3.132241
3.1210024
3.1524332
2.9966145
3.2577245
3.2451227
3.1750295
3.2785003
3.2996597
3.20271
3.222428
3.2646685
3.1122277
3.0785818
3.2937338
3.1843076
3.2211242
3.2478187
3.1517162
3.098634
3.1159248
3.2224503
3.2188084
3.2056592
3.4889662
3.1705194
3.4175217
3.241973
3.1995332
3.2566447
3.3266158
3.1918013
3.4411073
3.2563899
3.1505318
3.2465768
3.2845154
3.4244583
3.2671785
3.3161
3.213427
3.1045496
3.2606385
3.363263
3.2737534
3.1653802
3.1206565
3.1513138
3.3281422
3.0928302
3.1705823
3.182111
3.0881205
3.408712
3.2813582
