0,2017,230,0,-1.66940,-4.47669,0,0,0.007,31.68,1.944,41.26,2.156,25.37,27.18,13.21,31.68,0,130.798,5.09958,-7999
0,2017,230,1,-1.88503,-4.49543,0,0,0.007,31.69,1.757,42.63,2.058,25.37,27.18,13.21,31.69,0,130.781,5.42037,-7999
0,2017,230,2,-2.08675,-4.45328,0,0,0.007,31.64,1.705,41.77,1.96,25.37,27.17,13.21,31.64,0,130.761,5.74113,-7999
0,2017,230,3,-2.43454,-4.21445,0,0,0.007,31.47,1.446,42.05,1.862,25.37,27.15,13.21,31.47,0,130.740,6.06153,-7999
0,2017,230,4,-2.44846,-4.21446,0,0,0.007,31.32,1.493,40.17,1.862,25.37,27.15,13.21,31.32,0,130.718,6.38209,-7999
0,2017,230,5,-1.90590,-4.31748,0,0,0.007,31.3,1.728,40.46,2.45,25.37,27.15,13.21,31.3,0,130.695,6.70184,-7999
0,2017,230,6,-1.6694,-4.49542,0,0,0.007,31.27,1.694,41.23,1.96,25.37,27.15,13.21,31.27,0,130.671,7.02161,-7999
0,2017,230,7,-1.66939,-4.49540,0,0,0.007,31.26,1.78,40.17,2.842,25.37,27.15,13.21,31.26,0,130.647,7.34174,-7999
0,2017,230,8,-1.66939,-4.49539,0,0,0.007,31.29,2.213,38.91,2.842,25.37,27.15,13.21,31.29,0,130.621,7.66094,-7999
0,2017,230,9,-1.66938,-4.49537,0,0,0.007,31.31,2.066,37.92,2.646,25.37,27.14,13.21,31.31,0,130.593,7.97949,-7999
0,2017,230,10,-1.66937,-4.49535,0,0,0.007,31.35,2.568,36.35,2.842,25.36,27.14,13.21,31.35,0,130.565,8.29791,-7999
0,2017,230,11,-1.66937,-4.44850,0,0,0.007,31.51,2.177,34.57,2.744,25.37,27.15,13.21,31.51,0,130.535,8.61611,-7999
0,2017,230,12,-1.66936,-4.21436,0,0,0.007,31.42,1.983,37.06,2.45,25.37,27.15,13.21,31.42,0,130.504,8.93456,-7999
0,2017,230,13,-1.66935,-4.21434,0,0,0.007,31.32,1.984,38.16,2.254,25.36,27.15,13.21,31.32,0,130.473,9.25230,-7999
0,2017,230,14,-1.66934,-4.21431,0,0,0.007,31.35,2.086,37.19,2.45,25.36,27.15,13.21,31.35,0,130.440,9.56920,-7999
0,2017,230,15,-1.66934,-4.2143,0,0,0.007,31.33,1.926,37.9,2.254,25.36,27.15,13.21,31.33,0,130.406,9.88613,-7999
0,2017,230,16,-1.66933,-4.21429,0,0,0.007,31.22,1.975,38.01,2.45,25.34,27.15,13.21,31.22,0,130.371,10.2025,-7999
0,2017,230,17,-1.89886,-4.21427,0,0,0.007,31.14,2.029,39.31,2.352,25.34,27.15,13.21,31.14,0,130.334,10.5186,-7999
0,2017,230,18,-2.03101,-4.27981,0,0,0.007,31.03,1.774,39.08,2.254,25.34,27.15,13.21,31.03,0,130.298,10.8351,-7999
0,2017,230,19,-1.96841,-4.49520,0,0,0.007,30.93,2.086,39.17,2.548,25.34,27.15,13.21,30.93,0,130.259,11.1508,-7999
0,2017,230,20,-2.08665,-4.49521,0,0,0.007,30.92,1.88,37.83,2.254,25.34,27.15,13.21,30.92,0,130.220,11.4657,-7999
0,2017,230,21,-2.08667,-4.43437,0,0,0.007,30.9,1.717,37.7,2.058,25.34,27.15,13.21,30.9,0,130.179,11.7801,-7999
0,2017,230,22,-2.03103,-4.49526,0,0,0.007,30.81,1.859,38.7,2.156,25.34,27.15,13.21,30.81,0,130.137,12.0941,-7999
0,2017,230,23,-1.78064,-4.49529,0,0,0.007,30.78,1.909,38.83,2.254,25.34,27.14,13.21,30.78,0,130.094,12.4075,-7999
0,2017,230,24,-1.66936,-4.49531,0,0,0.007,30.82,1.931,38.15,2.254,25.33,27.14,13.21,30.82,0,130.052,12.7214,-7999
0,2017,230,25,-1.66937,-4.49533,0,0,0.007,30.8,1.947,38.12,2.254,25.32,27.14,13.21,30.8,0,130.007,13.0341,-7999
0,2017,230,26,-1.66937,-4.49535,0,0,0.007,30.82,1.908,39.01,2.156,25.32,27.13,13.21,30.82,0,129.961,13.3462,-7999
0,2017,230,27,-1.68329,-4.49536,0,0,0.007,30.76,1.873,39.51,2.254,25.31,27.13,13.21,30.76,0,129.913,13.6584,-7999
0,2017,230,28,-1.66937,-4.49535,0,0,0.007,30.81,1.846,39.3,2.156,25.31,27.13,13.21,30.81,0,129.865,13.9696,-7999
0,2017,230,29,-1.66938,-4.49536,0,0,0.007,30.8,1.774,39.03,2.254,25.31,27.14,13.21,30.8,0,129.816,14.2802,-7999
0,2017,230,30,-1.66938,-4.49537,0,0,0.007,30.74,1.597,38.48,1.96,25.31,27.14,13.21,30.74,0,129.767,14.5906,-7999
0,2017,230,31,-1.71807,-4.49537,0,0,0.007,30.75,1.694,36.55,1.96,25.31,27.14,13.21,30.75,0,129.715,14.9003,-7999
0,2017,230,32,-1.66938,-4.49536,0,0,0.007,30.89,1.591,35.88,1.96,25.31,27.15,13.21,30.89,0,129.663,15.2094,-7999
0,2017,230,33,-1.66937,-4.49535,0,0,0.007,30.87,1.382,36.93,1.568,25.31,27.15,13.21,30.87,0,129.609,15.5178,-7999
0,2017,230,34,-1.66937,-4.49534,0,0,0.007,30.84,1.197,38.36,1.372,25.31,27.15,13.21,30.84,0,129.554,15.8264,-7999
0,2017,230,35,-1.66937,-4.49534,0,0,0.007,30.88,1.165,38.63,1.372,25.3,27.15,13.21,30.88,0,129.500,16.1348,-7999
0,2017,230,36,-1.37723,-4.49534,0,0,0.007,30.81,1.348,41.56,1.568,25.29,27.14,13.21,30.81,0,129.443,16.4417,-7999
0,2017,230,37,-1.64155,-4.49534,0,0,0.007,30.75,1.387,42.94,1.568,25.29,27.14,13.21,30.75,0,129.386,16.7479,-7999
